// classname|model_path|scale_x|scale_y|scale_z|entity_type|box_xmin|box_ymin|box_zmin|box_xmax|box_ymax|box_zmax|noshadow|solidflag|walk_speed|run_speed|speed|lighting|blending|target_sequence|misc_value|no_mip|spawn_sequence|description|color_r|color_g|color_b

// Quake 2
ammo_flametank|models/pu_icon/flametank/tris.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Gaz for the flame thrower (weapon_flamethrower), 50 units of gaz per tank (max: 200)|0.3|0.3|1.0
cast_bitch|models/actors/bitch/head.mdx;models/actors/bitch/body.mdx;models/actors/bitch/legs.mdx|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|48.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|One-handed weapon chick (gender: female)|1.0|0.5|0.0
cast_buma||1.0|1.0|1.0|general|-30|-16|-25|31|43|13|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||1|.5|0
cast_bumb||1.0|1.0|1.0|general|-30|-16|-25|31|43|13|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||1|.5|0
cast_bum_sit|models/actors/bum_sit/head.mdx;models/actors/bum_sit/body.mdx;models/actors/bum_sit/legs.mdx|1.0|1.0|1.0|general|-24.0|-24.0|-24.0|24.0|24.0|48.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|A bum, should always be neutral (gender: male).|1.0|0.5|0.0
cast_dog|models/actors/enemy_dog/enemy_dog.mdx|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|22.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Dog.|1.0|0.5|0.0
cast_punk|models/actors/punk/head.mdx;models/actors/punk/body.mdx;models/actors/punk/legs.mdx|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|48.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Two handed weapon thug (gender: male).|1.0|0.5|0.0
cast_runt|models/actors/runt/head.mdx;models/actors/runt/body.mdx;models/actors/runt/legs.mdx|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|48.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|One handed weapon runt (gender: male).|1.0|0.5|0.0
cast_shorty|models/actors/shorty/head.mdx;models/actors/shorty/body.mdx;models/actors/shorty/legs.mdx|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|48.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Two handed weapon runt (gender: male).|1.0|0.5|0.0
cast_thug|models/actors/thug/head.mdx;models/actors/thug/body.mdx;models/actors/thug/legs.mdx|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|48.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|One handed weapon thug (gender: male).|1.0|0.5|0.0
cast_thug_sit|models/actors/thug_sit/head.mdx;models/actors/thug_sit/body.mdx;models/actors/thug_sit/legs.mdx|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|48.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Guy with the pistol, should always be neutral (gender: male).|1.0|0.5|0.0
cast_whore|models/actors/whore/head.mdx;models/actors/whore/body.mdx;models/actors/whore/legs.mdx|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|48.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Two handed weapon chick (gender: female).|1.0|0.5|0.0
dm_cashspawn||1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Spawn location for cash in Grab da Loot games.|0.5|0.0|1.0
dm_props_banner|models/props/flag/tris.md2|1.0|1.0|1.0|general|-47.0|-6.0|-100.0|47.0|6.0|100.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Temp banner for teamplay.|0.5|0.0|1.0
dm_safebag|models/pu_icon/money/money_lg.md2|1.0|1.0|1.0|general|-12.0|-12.0|-16.0|12.0|12.0|12.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Bag that holds the money in the safe.|0.5|0.0|1.0
elements_raincloud||1.0|1.0|1.0|general|0.0|0.0|0.0|0.0|0.0|0.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Rain falls from this invisible cloud at random points; the center of the cloud to ground trace determines the drop fall distance. Cloud can only be rectangular.|0|.5|.8
elements_snowcloud||1.0|1.0|1.0|general|0.0|0.0|0.0|0.0|0.0|0.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Snow falls from this invisible cloud at random points; the center of the cloud to ground trace determines the drop fall distance. Cloud can only be rectangular.|0|.5|.8
elps||1.0|1.0|1.0|general|-32|-32|-32|32|32|32|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||1|0|0
ep_skidrow_flag||1.0|1.0|1.0|general|0.0|0.0|0.0|0.0|0.0|0.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||.5|.5|0
fog_brush||1.0|1.0|1.0|general|0.0|0.0|0.0|0.0|0.0|0.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||.5|.5|0
func_lift||1.0|1.0|1.0|general|0.0|0.0|0.0|0.0|0.0|0.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Lifts are moving platforms that players and ai_characters can ride (up and down only!!). The targets origin specifies the min point of the train at each corner. The train spawns at the first target it is pointing at. If the train is the target of a button or trigger, it will not begin moving until activated. A button is required for the AI to use.|0|.5|.8
func_subdoor_base||1.0|1.0|1.0|general|0.0|0.0|0.0|0.0|0.0|0.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||0|.5|.8
func_subdoor_handle1||1.0|1.0|1.0|general|0.0|0.0|0.0|0.0|0.0|0.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||0|.5|.8
func_subdoor_handle2||1.0|1.0|1.0|general|||||||shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||0|.5|.8
func_train_rotating||1.0|1.0|1.0|general|0.0|0.0|0.0|0.0|0.0|0.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Trains are moving platforms that players can ride. The targets origin specifies the min point of the train at each corner. The train spawns at the first target it is pointing at. If the train is the target of a button or trigger, it will not begin moving until activated.|0|.5|.8
hmg_mod_cooling|models/pu_icon/coolmod/tris.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Cooling sleeves for the heavy submachine gun (weapon_heavymachinegun), increase rate of fire, lasts 30 shots before breaking up.|0.7|0.3|0.4
item_armor_helmet|models/pu_icon/armor_head/armor_head.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Armor : Helmet armor, light.|0.3|0.3|1.0
item_armor_helmet_heavy|models/pu_icon/armor_head/armor_head_hd.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Armor : Helmet armor, heavy.|0.3|0.3|1.0
item_armor_jacket_heavy|models/pu_icon/armor/armorhdtop.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Armor : Jacket armor, heavy.|0.3|0.3|1.0
item_armor_legs|models/pu_icon/armor_lo/armor_lo.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Armor : Legs armor, light.|0.3|0.3|1.0
item_armor_legs_heavy|models/pu_icon/armor_lo/armor_lo_hd.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Armor : Legs armor, heavy.|0.3|0.3|1.0
item_battery|models/pu_icon/battery/tris.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Pickup item: bike battery ('Battery').|0.3|0.3|1.0
item_cashbaglarge|models/pu_icon/money/money_lg.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Cash the player can pick up.|0.3|0.3|1.0
item_cashbagsmall|models/pu_icon/money/money_sm.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Cash the player can pick up.|0.3|0.3|1.0
item_cashroll|models/pu_icon/cash/tris.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Cash the player can pick up.|0.3|0.3|1.0
item_coil|models/pu_icon/coil/tris.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Pickup item: coil ('Coil').|0.3|0.3|1.0
item_flashlight|models/items/flashlight/tris.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Flashlight|0.3|1.0|1.0
item_health_lg|models/pu_icon/health/tris.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Health : large medicine bag.|0.3|0.3|1.0
item_health_sm|models/pu_icon/health_s/tris.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Health : small medkit.|0.3|0.3|1.0
item_jetpack||1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Pickup item: jetpack ('Jetpack'). No model and broken code.|0.3|0.3|1.0
item_lizzyhead|models/pu_icon/head/head.mdx|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Pickup item: Lizzy's head ('Lizzy Head').|0.3|0.3|1.0
item_oilcan|models/pu_icon/oilcan/tris.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Pickup item: oil can ('Oil Can').|0.3|0.3|1.0
item_safedocs|models/pu_icon/folder/tris.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Pickup item: important documents ('Safe docs').|0.3|0.3|1.0
item_valve|models/pu_icon/valve/tris.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Pickup item: valve ('Valve').|0.3|0.3|1.0
item_watch|models/pu_icon/watch/tris.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Pickup item: Lenny's watch in Skidrow ('Watch').|0.3|0.3|1.0
item_whiskey|models/pu_icon/whiskey/tris.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Pickup item: whiskey for the bum in Skidrow ('Whiskey').|0.3|0.3|1.0
junior||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Used for dynamic lighting of characters and alias models.|0.0|1.0|0.0
key_fuse|models/pu_icon/fuse/tris.md2|1.0|1.0|1.0|general|-8.0|-8.0|-16.0|8.0|8.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Pickup item: fuse ('Fuse').|0.0|0.5|0.8
key_key10|models/pu_icon/key/key_c.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Key10, will allow player to unlock doors with a 'key' value of '10'|0.0|0.5|0.8
key_key1|models/pu_icon/key/key_a.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Store_Room_Key, will allow player to unlock doors with a 'key' value of '1'|0.0|0.5|0.8
key_key2|models/pu_icon/key/key_b.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Electrical_Room, will allow player to unlock doors with a 'key' value of '2'|0.0|0.5|0.8
key_key3|models/pu_icon/key/key_c.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Chem_Plant_Key, will allow player to unlock doors with a 'key' value of '3'|0.0|0.5|0.8
key_key4|models/pu_icon/key/key_c.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Bridge_Key, will allow player to unlock doors with a 'key' value of '4'|0.0|0.5|0.8
key_key5|models/pu_icon/key/key_c.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Shipyard_Key, will allow player to unlock doors with a 'key' value of '5'|0.0|0.5|0.8
key_key6|models/pu_icon/key/key_c.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Warehouse_Key, will allow player to unlock doors with a 'key' value of '6'|0.0|0.5|0.8
key_key7|models/pu_icon/key/key_c.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Shop_Key, will allow player to unlock doors with a 'key' value of '7'|0.0|0.5|0.8
key_key8|models/pu_icon/key/key_c.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Ticket, will allow player to unlock doors with a 'key' value of '8'|0.0|0.5|0.8
key_key9|models/pu_icon/key/key_c.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Office_Key, will allow player to unlock doors with a 'key' value of '9'|0.0|0.5|0.8
light_bulb|models/props/light/tris.md2|1.0|1.0|1.0|general|-2.0|-2.0|-5.0|2.0|2.0|5.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|A bulb that outputs light.|1.0|1.0|1.0
light_chandelier|models/props/chandelier/tris.md2|1.0|1.0|1.0|general|-36.0|-34.0|-32.0|36.0|34.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|A chandelier.|1.0|1.0|1.0
light_deco_sconce|models/props/decosconce/tris.md2|1.0|1.0|1.0|general|-8.0|-8.0|-12.0|8.0|8.0|12.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|A deco sconce.|1.0|1.0|1.0
light_fire_esm||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Extra-small fire.|1.0|0.0|0.0
light_fire_lg||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Cool fire large.|1.0|0.0|0.0
light_fire_med||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Cool fire medium.|1.0|0.0|0.0
light_fire_sm||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Cool fire small.|1.0|0.0|0.0
lightflare||1.0|1.0|1.0|general|-2.0|-2.0|-2.0|2.0|2.0|2.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Non-displayed light.|0.0|1.0|0.0
light_pendant|models/props/pendant/tris.md2|1.0|1.0|1.0|general|-16.0|-16.0|-4.0|16.0|16.0|4.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|A pendant light.|1.0|1.0|1.0
light_sconce|models/props/sconce/light.md2|1.0|1.0|1.0|general|-4.0|-4.0|-8.0|4.0|4.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|A cage light model, set correct skin with spawnflags.|1.0|1.0|1.0
misc_alarm||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Rings when triggered, when turned on, triggers the 'alarm' eventscript.|1.0|0.5|0.0
misc_barry_bitch||1.0|1.0|1.0|general|-16|-16|-24|16|16|34|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||0|0|1
misc_barry_cube_mdx||1.0|1.0|1.0|general|-16|-16|-24|16|16|34|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||0|0|1
misc_barry_fidelc_maya||1.0|1.0|1.0|general|-16|-16|-24|16|16|34|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||0|0|1
misc_caustic||1.0|1.0|1.0|general|-16|-16|-64|16|16|64|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||1|0|0
misc_corky_fatguy_mdx||1.0|1.0|1.0|general|-16|-16|-24|16|16|34|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||0|0|1
misc_corky_fidel_mdx_pcx||1.0|1.0|1.0|general|-16|-16|-24|16|16|34|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||0|0|1
misc_corky_fidel_mdx_tga||1.0|1.0|1.0|general|-16|-16|-24|16|16|34|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||0|0|1
misc_corky_rosie_mdx||1.0|1.0|1.0|general|-16|-16|-24|16|16|34|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||0|0|1
misc_cp_afraid||1.0|1.0|1.0|general|-16|-16|-24|16|16|48|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||.5|.5|1
misc_cut_scene||1.0|1.0|1.0|general|-16|-16|-16|16|16|16|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||0|0|1
misc_cutscene_camera||1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Camera, must be triggered by a 'misc_cutscene_trigger' or 'misc_use_cutscene', relay from 'misc_cutscene_camera' to 'misc_cutscene_camera' using 'target', cutscene will end when there's no more camera.|0.0|0.0|1.0
misc_cutscene_trigger||1.0|1.0|1.0|general|0.0|0.0|0.0|0.0|0.0|0.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|This entity tells the code to unlink the camera from the client, so we can move it around. Once triggered, this entity should trigger a 'misc_cutscene_camera'.|0|0|1
misc_fidelA||1.0|1.0|1.0|general|-16|-16|-24|16|16|32|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||1|.5|0
misc_kroker_afraid||1.0|1.0|1.0|general|-16|-16|-24|16|16|48|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||.5|.5|1
misc_pv_afraid||1.0|1.0|1.0|general|-16|-16|-24|16|16|48|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||.5|.5|1
misc_rosie||1.0|1.0|1.0|general|-16|-16|-24|16|16|32|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||1|.5|0
misc_skidrow_afraid||1.0|1.0|1.0|general|-16|-16|-24|16|16|48|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||.5|.5|1
misc_skidrow_ambush||1.0|1.0|1.0|general|-16|-16|-24|16|16|48|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||.5|.5|1
misc_skidrow_radio||1.0|1.0|1.0|general|-16|-16|-24|16|16|48|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||.5|.5|1
misc_skidrow_radio_repeater||1.0|1.0|1.0|general|-16|-16|-24|16|16|48|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||.5|.5|1
misc_steeltown_afraid||1.0|1.0|1.0|general|-16|-16|-24|16|16|48|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||.5|.5|1
misc_sy_afraid||1.0|1.0|1.0|general|-16|-16|-24|16|16|48|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||.5|.5|1
misc_ty_afraid||1.0|1.0|1.0|general|-16|-16|-24|16|16|48|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||.5|.5|1
misc_use_cutscene||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|This entity tells the code to unlink the camera from the client, so we can move it around. Once triggered, this entity should trigger a 'misc_cutscene_camera'.|0.5|0.5|0.5
path_attractor||1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|48.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|When this is placed on the map it will attract actors by name from the episode ai routines|0.4|0.3|0.8
path_corner_cast||1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|42.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|It defines a destination point for moving actors, when an actor reach the point, an event can be triggered. Use path_corner for brush-based entities.|0.5|0.3|0.0
pawn_o_matic|models/props/menu_mdx/frame.mdx|1.0|1.0|1.0|general|-64.0|-8.0|-36.0|64.0|8.0|28.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Two-sided panels used to select stuff in any pawn-o-matic.|1.0|0.5|0.0
pistol_mod_damage|models/pu_icon/magmod/tris.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Magnum mod for the pistol (weapon_pistol, weapon_spistol), increases damages.|0.7|0.3|0.4
pistol_mod_reload|models/pu_icon/reload_mod/tris.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Reload mod for the pistol (weapon_pistol, weapon_spistol), increases the reload speed.|0.7|0.3|0.4
pistol_mod_rof|models/pu_icon/ro_fire_mod/tris.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Rate of fire mod for the pistol (weapon_pistol, weapon_spistol), increases rate of fire.|0.7|0.3|0.4
props2_air_train||1.0|1.0|1.0|general|-65|-259|-129|65|255|139|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||0|.5|.8
props2_air_train_test||1.0|1.0|1.0|general|-66|-257|-135|66|257|135|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||0|.5|.8
props2_ashtray|models/props/ashtray_set/tris.md2|1.0|1.0|1.0|general|-12.0|-18.0|-4.0|12.0|18.0|4.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|An ashtray.|0.0|0.5|0.8
props2_barrels_fallA|models/props/barl1/barrels.mdx;models/props/barl1/tops.mdx|1.0|1.0|1.0|general|-69.0|-33.0|-49.0|69.0|33.0|49.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|A set of barrels that you can trigger to fall.|0.0|0.5|0.8
props2_barrels_fallA_TEST||1.0|1.0|1.0|general|-69|-33|-49|69|33|49|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||0|.5|.8
props2_barrels_fallB|models/props/barl2/barrels2.mdx;models/props/barl2/tops2.mdx|1.0|1.0|1.0|general|-33.0|-81.0|-49.0|33.0|81.0|49.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Another set of barrels that  you can trigger to fall.|0.0|0.5|0.8
props2_barrels_fallB_TEST||1.0|1.0|1.0|general|-69|-33|-49|69|33|49|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||0|.5|.8
props2_barrels_fall_ST|models/props/barl_steel/barrels.mdx;models/props/barl_steel/door.mdx;models/props/barl_steel/tops.mdx|1.0|1.0|1.0|general|-89.0|-48.0|-56.0|89.0|48.0|56.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|A set of barrels that you can trigger to fall.|0.0|0.5|0.8
props2_barrels_PV_A|models/props/pv_barl1/top_barrel_v4.mdx;models/props/pv_barl1/barrel_v2.mdx;models/props/pv_barl1/barrel_v4.mdx;models/props/pv_barl1/top_barrel_v2.mdx|1.0|1.0|1.0|general|-90.0|-32.0|-48.0|90.0|32.0|48.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|A set of barrels that you can trigger to fall.|0.0|0.5|0.8
props2_barrels_PV_B|models/props/pv_barl7/top_barrel_v4.mdx;models/props/pv_barl7/barrel_v2.mdx;models/props/pv_barl7/barrel_v4.mdx;models/props/pv_barl7/top_barrel_v2.mdx|1.0|1.0|1.0|general|-17.0|-77.0|-49.0|17.0|77.0|49.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|A set of barrels that you can trigger to fall.|0.0|0.5|0.8
props2_barrels_PV_C|models/props/pv_barl3/top_barrel_v4.mdx;models/props/pv_barl3/barrel_v2.mdx;models/props/pv_barl3/barrel_v4.mdx;models/props/pv_barl3/top_barrel_v2.mdx|1.0|1.0|1.0|general|-68.0|-50.0|-48.0|68.0|50.0|48.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|A set of barrels that you can trigger to fall.|0.0|0.5|0.8
props2_barrels_PV_D|models/props/pv_barl4/top_barrel_v4.mdx;models/props/pv_barl4/barrel_v2.mdx;models/props/pv_barl4/barrel_v4.mdx;models/props/pv_barl4/top_barrel_v2.mdx|1.0|1.0|1.0|general|-20.0|-52.0|-48.0|20.0|52.0|48.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|A set of barrels that you can trigger to fall.|0.0|0.5|0.8
props2_barrels_PV_E|models/props/pv_barl5/barrel_v4.mdx;models/props/pv_barl5/barrel_v2.mdx;models/props/pv_barl5/top_barrel_v4.mdx;models/props/pv_barl5/top_barrel_v2.mdx|1.0|1.0|1.0|general|-24.0|-64.0|-48.0|24.0|64.0|48.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|A set of barrels that you can trigger to fall.|0.0|0.5|0.8
props2_barrels_PV_F|models/props/pv_barl5/top_barrel_v4.mdx;models/props/pv_barl5/barrel_v2.mdx;models/props/pv_barl5/barrel_v4.mdx;models/props/pv_barl5/top_barrel_v2.mdx|1.0|1.0|1.0|general|-20.0|-32.0|-24.0|20.0|32.0|24.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|A set of barrels that you can trigger to fall.|0.0|0.5|0.8
props2_boat|models/props/boat/boat.mdx;models/props/boat/glass.mdx|1.0|1.0|1.0|general|-80.0|-160.0|-38.0|80.0|160.0|38.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|A boat, the bounding box can be rotated in angles of 90 deg and block properly.|0.0|0.5|0.8
props2_boat_animate|models/props/boata/boat.mdx;models/props/boata/window.mdx|1.0|1.0|1.0|general|-80.0|-160.0|-38.0|80.0|160.0|38.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|An animated boat.|0.0|0.5|0.8
